"Depth" "AirTemp" "WaterTemp"
"10747" 2.5 11.9516 11.00902
"10748" 5 11.9516 9.708291
"10749" 7.5 11.9516 9.07118
"10779" 0 14.6483 16.25472
"10780" 1 14.6483 15.86834
"10781" 2.5 14.6483 15.28877
"10782" 5 14.6483 14.52402
"10783" 7.5 14.6483 13.55962
"10813" 0 17.55 22.43527
"10814" 1 17.55 22.13089
"10815" 2.5 17.55 21.67432
"10816" 5 17.55 20.06643
"10817" 7.5 17.55 17.68168
"10847" 0 16.5806 21.42835
"10848" 1 16.5806 21.39269
"10849" 2.5 16.5806 21.33921
"10850" 5 16.5806 20.19847
"10851" 7.5 16.5806 18.20372
"10881" 0 11.6333 16.4703
"10882" 1 11.6333 16.38031
"10883" 2.5 11.6333 16.24531
"10884" 5 11.6333 16.28407
"10885" 7.5 11.6333 16.17226
"10915" 0 7.7726 12.87459
"10916" 1 7.7726 12.84839
"10917" 2.5 7.7726 12.80913
"10918" 5 7.7726 12.6477
"10919" 7.5 7.7726 12.60232
"10949" 0 5.12 9.174058
"10950" 1 5.12 9.164884
"10951" 2.5 5.12 9.150997
"10952" 5 5.12 9.187632
"10953" 7.5 5.12 9.12388
"10983" 0 -0.2468 6.391729
"10984" 1 -0.2468 6.4478
"10985" 2.5 -0.2468 6.532669
"10986" 5 -0.2468 6.52463
"10987" 7.5 -0.2468 6.532718
"11017" 0 -0.7339 4.76777
"11018" 1 -0.7339 4.824195
"11019" 2.5 -0.7339 4.906429
"11020" 5 -0.7339 4.91823
"11021" 7.5 -0.7339 4.922454
"11051" 0 0.3964 4.297305
"11052" 1 0.3964 4.310228
"11053" 2.5 0.3964 4.339427
"11054" 5 0.3964 4.31034
"11055" 7.5 0.3964 4.301743
"11085" 0 3.4952 4.430853
"11086" 1 3.4952 4.384975
"11087" 2.5 3.4952 4.345363
"11088" 5 3.4952 4.289696
"11089" 7.5 3.4952 4.339138
"11119" 0 5.6483 5.617661
"11120" 1 5.6483 5.578848
"11121" 2.5 5.6483 5.520643
"11122" 5 5.6483 5.402073
"11123" 7.5 5.6483 5.037057
"11153" 0 14.0194 12.14148
"11154" 1 14.0194 12.1152
"11155" 2.5 14.0194 11.97578
"11156" 5 14.0194 11.30201
"11157" 7.5 14.0194 9.093716
"11187" 0 16.6383 19.34208
"11188" 1 16.6383 19.02286
"11189" 2.5 16.6383 18.70661
"11190" 5 16.6383 16.88615
"11191" 7.5 16.6383 15.14855
"11221" 0 17.6016 20.71137
"11222" 1 17.6016 20.43829
"11223" 2.5 17.6016 20.02316
"11224" 5 17.6016 18.7539
"11225" 7.5 17.6016 17.49287
"11255" 0 19.4677 21.39476
"11256" 1 19.4677 21.11354
"11257" 2.5 19.4677 20.59877
"11258" 5 19.4677 19.36489
"11259" 7.5 19.4677 18.51367
"11289" 0 15.6867 20.11139
"11290" 1 15.6867 19.91469
"11291" 2.5 15.6867 19.79034
"11292" 5 15.6867 19.70909
"11293" 7.5 15.6867 19.22859
"11323" 0 8.1016 14.38243
"11324" 1 8.1016 14.28392
"11325" 2.5 8.1016 14.15664
"11326" 5 8.1016 14.24431
"11327" 7.5 8.1016 14.21231
"11357" 0 3.9217 8.481317
"11358" 1 3.9217 8.430562
"11359" 2.5 3.9217 8.461801
"11360" 5 3.9217 8.49104
"11361" 7.5 3.9217 8.482201
"11391" 0 0.8403 5.617454
"11392" 1 0.8403 5.557501
"11393" 2.5 0.8403 5.536473
"11394" 5 0.8403 5.520258
"11395" 7.5 0.8403 5.533797
"11425" 0 3.2097 4.867112
"11426" 1 3.2097 4.864653
"11427" 2.5 3.2097 4.857992
"11428" 5 3.2097 4.855289
"11429" 7.5 3.2097 4.84098
"11459" 0 3.2804 4.403511
"11460" 1 3.2804 4.393642
"11461" 2.5 3.2804 4.423373
"11462" 5 3.2804 4.428049
"11463" 7.5 3.2804 4.489987
"11493" 0 7.4935 5.739861
"11494" 1 7.4935 5.483607
"11495" 2.5 7.4935 5.469227
"11496" 5 7.4935 5.228974
"11497" 7.5 7.4935 4.790621
"11527" 0 8.8333 10.41745
"11528" 1 8.8333 10.01536
"11529" 2.5 8.8333 9.614296
"11530" 5 8.8333 8.982936
"11531" 7.5 8.8333 6.641534
"11561" 0 11.8371 13.6445
"11562" 1 11.8371 13.29187
"11563" 2.5 11.8371 12.68996
"11564" 5 11.8371 11.76783
"11565" 7.5 11.8371 10.37013
"11595" 0 14.8567 18.18594
"11596" 1 14.8567 17.90736
"11597" 2.5 14.8567 17.41149
"11598" 5 14.8567 16.37394
"11599" 7.5 14.8567 14.39332
"11629" 0 17.5177 19.22454
"11630" 1 17.5177 19.1296
"11631" 2.5 17.5177 19.02763
"11632" 5 17.5177 18.19794
"11633" 7.5 17.5177 17.10747
"11663" 0 18.871 20.9769
"11664" 1 18.871 20.80737
"11665" 2.5 18.871 20.6821
"11666" 5 18.871 19.88069
"11667" 7.5 18.871 18.60366
"11697" 0 14.3233 18.94194
"11698" 1 14.3233 18.87299
"11699" 2.5 14.3233 18.90226
"11700" 5 14.3233 18.67888
"11701" 7.5 14.3233 18.14314
"11731" 0 5.3048 11.85752
"11732" 1 5.3048 11.94548
"11733" 2.5 5.3048 12.03741
"11734" 5 5.3048 11.95489
"11735" 7.5 5.3048 11.85849
"11765" 0 4.8083 8.100356
"11766" 1 4.8083 8.006393
"11767" 2.5 4.8083 7.975173
"11768" 5 4.8083 7.927759
"11769" 7.5 4.8083 7.922747
"11799" 0 4.3532 6.13175
"11800" 1 4.3532 6.139387
"11801" 2.5 4.3532 6.175239
"11802" 5 4.3532 6.178905
"11803" 7.5 4.3532 6.143477
"11833" 0 3.821 5.076313
"11834" 1 3.821 5.090564
"11835" 2.5 3.821 5.11894
"11836" 5 3.821 5.162093
"11837" 7.5 3.821 5.207676
"11867" 0 2.6893 4.948274
"11868" 1 2.6893 4.906572
"11869" 2.5 2.6893 4.907691
"11870" 5 2.6893 4.910408
"11871" 7.5 2.6893 4.956353
"11901" 0 4.0113 4.781215
"11902" 1 4.0113 4.780155
"11903" 2.5 4.0113 4.779309
"11904" 5 4.0113 4.779485
"11905" 7.5 4.0113 4.860032
"11935" 0 8.01 7.037103
"11936" 1 8.01 7.007957
"11937" 2.5 8.01 6.967061
"11938" 5 8.01 6.745648
"11939" 7.5 8.01 6.230071
"11969" 0 13.0081 14.48256
"11970" 1 13.0081 14.44927
"11971" 2.5 13.0081 14.38384
"11972" 5 13.0081 13.36639
"11973" 7.5 13.0081 11.35898
"12003" 0 14.62 16.57225
"12004" 1 14.62 16.5261
"12005" 2.5 14.62 16.48777
"12006" 5 14.62 14.67589
"12007" 7.5 14.62 13.65844
"12037" 0 18.1532 20.78061
"12038" 1 18.1532 20.36189
"12039" 2.5 18.1532 19.74152
"12040" 5 18.1532 17.68184
"12041" 7.5 18.1532 15.92281
"12071" 0 18.0161 20.54993
"12072" 1 18.0161 20.49501
"12073" 2.5 18.0161 20.3263
"12074" 5 18.0161 19.96877
"12075" 7.5 18.0161 18.5298
"12105" 0 16.7983 18.74712
"12106" 1 16.7983 18.63353
"12107" 2.5 16.7983 18.45198
"12108" 5 16.7983 18.05671
"12109" 7.5 16.7983 17.66705
"12139" 0 8.3806 14.12615
"12140" 1 8.3806 13.96223
"12141" 2.5 8.3806 13.71798
"12142" 5 8.3806 13.0694
"12143" 7.5 8.3806 13.20788
"12173" 0 4.6467 10.24624
"12174" 1 4.6467 10.2075
"12175" 2.5 4.6467 10.08812
"12176" 5 4.6467 10.07677
"12177" 7.5 4.6467 10.28623
"12207" 0 -0.371 7.666605
"12208" 1 -0.371 7.678941
"12209" 2.5 -0.371 7.674812
"12210" 5 -0.371 7.689219
"12211" 7.5 -0.371 7.688019
"12241" 0 1.6887 5.243053
"12242" 1 1.6887 5.232261
"12243" 2.5 1.6887 5.24894
"12244" 5 1.6887 5.227809
"12245" 7.5 1.6887 5.215372
"12275" 0 1.6276 4.461441
"12276" 1 1.6276 4.349592
"12277" 2.5 1.6276 4.42871
"12278" 5 1.6276 4.367522
"12279" 7.5 1.6276 4.426029
"12309" 0 4.2113 5.238028
"12310" 1 4.2113 5.378662
"12311" 2.5 4.2113 5.382489
"12312" 5 4.2113 5.240391
"12313" 7.5 4.2113 4.667875
"12343" 0 8.41 10.52771
"12344" 1 8.41 9.599852
"12345" 2.5 8.41 9.304665
"12346" 5 8.41 8.690515
"12347" 7.5 8.41 7.706261
"12377" 0 13.8065 14.26301
"12378" 1 13.8065 12.66966
"12379" 2.5 13.8065 12.29959
"12380" 5 13.8065 11.9488
"12381" 7.5 13.8065 9.933267
"12411" 0 18.3217 20.66376
"12412" 1 18.3217 20.48558
"12413" 2.5 18.3217 20.38568
"12414" 5 18.3217 20.06793
"12415" 7.5 18.3217 13.19664
"12445" 0 19.6629 24.97529
"12446" 1 19.6629 24.08984
"12447" 2.5 19.6629 23.75303
"12448" 5 19.6629 23.339
"12449" 7.5 19.6629 18.47998
"12479" 0 16.179 19.25933
"12480" 1 16.179 19.148
"12481" 2.5 16.179 19.15285
"12482" 5 16.179 18.96601
"12483" 7.5 16.179 18.58381
"12513" 0 13.22 18.06172
"12514" 1 13.22 17.90157
"12515" 2.5 13.22 17.97455
"12516" 5 13.22 17.82731
"12517" 7.5 13.22 17.70368
"12547" 0 11.0839 14.76705
"12548" 1 11.0839 14.82107
"12549" 2.5 11.0839 14.81509
"12550" 5 11.0839 14.8305
"12551" 7.5 11.0839 14.77283
"12581" 0 4.695 10.34607
"12582" 1 4.695 10.41528
"12583" 2.5 4.695 10.41908
"12584" 5 4.695 10.38404
"12585" 7.5 4.695 10.38956
"12615" 0 -1.3274 6.489322
"12616" 1 -1.3274 6.483968
"12617" 2.5 -1.3274 6.480673
"12618" 5 -1.3274 6.370206
"12619" 7.5 -1.3274 6.367934
"12649" 0 1.0694 4.58615
"12650" 1 1.0694 4.603321
"12651" 2.5 1.0694 4.621112
"12652" 5 1.0694 4.580959
"12653" 7.5 1.0694 4.591562
"12683" 0 5.0732 4.710547
"12684" 1 5.0732 4.673952
"12685" 2.5 5.0732 4.632938
"12686" 5 5.0732 4.562128
"12687" 7.5 5.0732 4.535752
"12717" 0 7.9306 6.120251
"12718" 1 7.9306 6.089089
"12719" 2.5 7.9306 6.05789
"12720" 5 7.9306 5.780673
"12721" 7.5 7.9306 5.707433
"12751" 0 6.7083 8.840596
"12752" 1 6.7083 8.540928
"12753" 2.5 6.7083 7.668565
"12754" 5 6.7083 7.184678
"12755" 7.5 6.7083 7.168035
"12785" 0 12.1597 13.47031
"12786" 1 12.1597 12.86952
"12787" 2.5 12.1597 11.53948
"12788" 5 12.1597 11.15732
"12789" 7.5 12.1597 10.89615
"12819" 0 16.0017 17.68501
"12820" 1 16.0017 17.70431
"12821" 2.5 16.0017 17.73007
"12822" 5 16.0017 17.14969
"12823" 7.5 16.0017 15.81213
"12853" 0 17.5145 21.33037
"12854" 1 17.5145 21.35672
"12855" 2.5 17.5145 21.16445
"12856" 5 17.5145 19.71771
"12857" 7.5 17.5145 17.24361
"12887" 0 16.3903 21.757
"12888" 1 16.3903 21.62415
"12889" 2.5 16.3903 21.53697
"12890" 5 16.3903 21.11469
"12891" 7.5 16.3903 19.41618
"12921" 0 13.1333 19.55042
"12922" 1 13.1333 19.12475
"12923" 2.5 13.1333 18.67524
"12924" 5 13.1333 18.27162
"12925" 7.5 13.1333 17.7637
"12955" 0 11.2919 14.27318
"12956" 1 11.2919 14.09362
"12957" 2.5 11.2919 14.16213
"12958" 5 11.2919 14.15421
"12959" 7.5 11.2919 14.03411
"12989" 0 5.7267 11.79053
"12990" 1 5.7267 11.63904
"12991" 2.5 5.7267 11.63476
"12992" 5 5.7267 11.5803
"12993" 7.5 5.7267 11.58139
"13023" 0 1.9532 7.132285
"13024" 1 1.9532 7.1388
"13025" 2.5 1.9532 7.13704
"13026" 5 1.9532 6.948547
"13027" 7.5 1.9532 6.952218
"13057" 0 0.3548 5.792451
"13058" 1 0.3548 5.817589
"13059" 2.5 0.3548 5.836272
"13060" 5 0.3548 5.74759
"13061" 7.5 0.3548 5.736208
"13091" 0 0.0429 4.579265
"13092" 1 0.0429 4.656701
"13093" 2.5 0.0429 4.76046
"13094" 5 0.0429 4.802248
"13095" 7.5 0.0429 4.848692
"13125" 0 5.3435 5.796435
"13126" 1 5.3435 5.783488
"13127" 2.5 5.3435 5.548041
"13128" 5 5.3435 5.258232
"13129" 7.5 5.3435 4.90793
"13159" 0 7.6017 8.459205
"13160" 1 7.6017 8.49189
"13161" 2.5 7.6017 7.945562
"13162" 5 7.6017 7.780716
"13163" 7.5 7.6017 7.37984
"13193" 0 11.2371 13.63946
"13194" 1 11.2371 13.3896
"13195" 2.5 11.2371 12.86882
"13196" 5 11.2371 11.59486
"13197" 7.5 11.2371 11.03027
"13227" 0 14.755 19.70853
"13228" 1 14.755 19.29226
"13229" 2.5 14.755 18.41454
"13230" 5 14.755 15.64414
"13231" 7.5 14.755 13.32666
"13261" 0 16.6565 19.86707
"13262" 1 16.6565 19.93843
"13263" 2.5 16.6565 19.53937
"13264" 5 16.6565 18.43829
"13265" 7.5 16.6565 15.65023
"13295" 0 15.9952 21.78883
"13296" 1 15.9952 21.55819
"13297" 2.5 15.9952 21.53694
"13298" 5 15.9952 19.94141
"13299" 7.5 15.9952 17.80939
"13329" 0 13.86 16.68836
"13330" 1 13.86 16.4227
"13331" 2.5 13.86 16.34616
"13332" 5 13.86 16.50622
"13333" 7.5 13.86 16.65207
"13363" 0 8.7952 13.27053
"13364" 1 8.7952 13.31854
"13365" 2.5 8.7952 13.33156
"13366" 5 8.7952 13.35191
"13367" 7.5 8.7952 13.32688
"13397" 0 3.6517 9.884059
"13398" 1 3.6517 9.848304
"13399" 2.5 3.6517 9.84753
"13400" 5 3.6517 9.847172
"13401" 7.5 3.6517 9.92822
"13431" 0 1.8806 6.30947
"13432" 1 1.8806 6.226021
"13433" 2.5 1.8806 6.223732
"13434" 5 1.8806 6.236989
"13435" 7.5 1.8806 6.224553
"13465" 0 -2.5645 4.88747
"13466" 1 -2.5645 4.722609
"13467" 2.5 -2.5645 4.730495
"13468" 5 -2.5645 4.683622
"13469" 7.5 -2.5645 4.682686
"13499" 0 2.3268 4.733186
"13500" 1 2.3268 4.495216
"13501" 2.5 2.3268 4.476765
"13502" 5 2.3268 4.297866
"13503" 7.5 2.3268 4.301788
"13533" 0 5.65 4.7823
"13534" 1 5.65 4.674769
"13535" 2.5 5.65 4.563488
"13536" 5 5.65 4.474766
"13537" 7.5 5.65 4.442875
"13567" 0 6.8217 7.231917
"13568" 1 6.8217 6.760902
"13569" 2.5 6.8217 5.985115
"13570" 5 6.8217 5.71251
"13571" 7.5 6.8217 5.87226
"13601" 0 12.771 14.32619
"13602" 1 12.771 14.00888
"13603" 2.5 12.771 12.74235
"13604" 5 12.771 10.17959
"13605" 7.5 12.771 9.10197
"13635" 0 16.6717 18.83654
"13636" 1 16.6717 18.77187
"13637" 2.5 16.6717 18.46966
"13638" 5 16.6717 15.54602
"13639" 7.5 16.6717 13.7926
"13669" 0 17.5113 18.92846
"13670" 1 17.5113 18.99428
"13671" 2.5 17.5113 18.87488
"13672" 5 17.5113 19.11082
"13673" 7.5 17.5113 17.37727
"13703" 0 16.1887 23.68083
"13704" 1 16.1887 23.4582
"13705" 2.5 16.1887 23.23352
"13706" 5 16.1887 22.60519
"13707" 7.5 16.1887 18.75862
"13737" 0 14.4317 20.3805
"13738" 1 14.4317 19.8263
"13739" 2.5 14.4317 19.67084
"13740" 5 14.4317 19.50144
"13741" 7.5 14.4317 18.81364
"13771" 0 10.2935 13.77131
"13772" 1 10.2935 13.81883
"13773" 2.5 10.2935 13.81063
"13774" 5 10.2935 13.59939
"13775" 7.5 10.2935 13.4368
"13805" 0 3.9717 9.798166
"13806" 1 3.9717 9.720137
"13807" 2.5 3.9717 9.610005
"13808" 5 3.9717 9.247306
"13809" 7.5 3.9717 9.108563
"13839" 0 3.8919 7.37825
"13840" 1 3.8919 7.228089
"13841" 2.5 3.8919 7.162078
"13842" 5 3.8919 7.222231
"13843" 7.5 3.8919 7.234967
"13873" 0 -0.9903 5.222748
"13874" 1 -0.9903 5.22739
"13875" 2.5 -0.9903 5.22995
"13876" 5 -0.9903 5.194012
"13877" 7.5 -0.9903 5.203335
"13907" 0 3.9655 4.534911
"13908" 1 3.9655 4.530714
"13909" 2.5 3.9655 4.524829
"13910" 5 3.9655 4.455914
"13911" 7.5 3.9655 4.398172
"13941" 0 5.3194 4.367699
"13942" 1 5.3194 4.377998
"13943" 2.5 5.3194 4.405337
"13944" 5 5.3194 4.397225
"13945" 7.5 5.3194 4.438112
"13975" 0 6.2567 6.378372
"13976" 1 6.2567 6.350139
"13977" 2.5 6.2567 6.266932
"13978" 5 6.2567 6.111099
"13979" 7.5 6.2567 5.741164
"14009" 0 11.1452 11.63271
"14010" 1 11.1452 11.55424
"14011" 2.5 11.1452 11.3
"14012" 5 11.1452 10.75224
"14013" 7.5 11.1452 9.490864
"14043" 0 14.6167 13.72316
"14044" 1 14.6167 13.77594
"14045" 2.5 14.6167 13.75415
"14046" 5 14.6167 13.32438
"14047" 7.5 14.6167 13.55354
"14077" 0 15.5323 16.571
"14078" 1 15.5323 16.44306
"14079" 2.5 15.5323 16.37937
"14080" 5 15.5323 16.18656
"14081" 7.5 15.5323 14.80386
"14111" 0 18.2952 20.67956
"14112" 1 18.2952 20.40499
"14113" 2.5 18.2952 20.26752
"14114" 5 18.2952 19.65907
"14115" 7.5 18.2952 16.75774
"14145" 0 15.695 18.25025
"14146" 1 15.695 18.29821
"14147" 2.5 15.695 18.32217
"14148" 5 15.695 18.18488
"14149" 7.5 15.695 17.88334
"14179" 0 8.8355 14.6157
"14180" 1 8.8355 14.61133
"14181" 2.5 8.8355 14.60941
"14182" 5 8.8355 14.6163
"14183" 7.5 8.8355 13.34812
"14213" 0 3.2033 8.329834
"14214" 1 3.2033 8.331783
"14215" 2.5 3.2033 8.33154
"14216" 5 3.2033 8.292235
"14217" 7.5 3.2033 8.419157
"14247" 0 -0.1613 6.067816
"14248" 1 -0.1613 6.066897
"14249" 2.5 -0.1613 6.073332
"14250" 5 -0.1613 5.970534
"14251" 7.5 -0.1613 5.917469
"14281" 0 -2.0806 4.741585
"14282" 1 -2.0806 4.741733
"14283" 2.5 -2.0806 4.725806
"14284" 5 -2.0806 4.62556
"14285" 7.5 -2.0806 4.617836
"14315" 0 -0.6571 3.385736
"14316" 1 -0.6571 3.385499
"14317" 2.5 -0.6571 3.438146
"14318" 5 -0.6571 3.590615
"14319" 7.5 -0.6571 3.648856
"14349" 0 7.8065 6.442617
"14350" 1 7.8065 6.422158
"14351" 2.5 7.8065 5.6475
"14352" 5 7.8065 4.582451
"14353" 7.5 7.8065 4.128135
"14383" 0 9.8733 13.32586
"14384" 1 9.8733 12.93765
"14385" 2.5 9.8733 11.01051
"14386" 5 9.8733 8.500259
"14387" 7.5 9.8733 7.191497
"14417" 0 12.5161 14.84493
"14418" 1 12.5161 13.92707
"14419" 2.5 12.5161 13.05852
"14420" 5 12.5161 12.57313
"14421" 7.5 12.5161 10.9783
"14451" 0 15.75 20.96125
"14452" 1 15.75 20.37949
"14453" 2.5 15.75 19.92965
"14454" 5 15.75 18.31141
"14455" 7.5 15.75 15.52494
"14485" 0 16.5306 22.42259
"14486" 1 16.5306 21.64529
"14487" 2.5 16.5306 20.98329
"14488" 5 16.5306 18.71117
"14489" 7.5 16.5306 17.35908
"14519" 0 17.9032 22.69261
"14520" 1 17.9032 22.26973
"14521" 2.5 17.9032 21.20329
"14522" 5 17.9032 19.0394
"14523" 7.5 17.9032 17.2471
"14553" 0 14.505 18.87787
"14554" 1 14.505 18.80894
"14555" 2.5 14.505 18.83902
"14556" 5 14.505 18.7107
"14557" 7.5 14.505 18.24094
"14587" 0 9.5484 14.38637
"14588" 1 9.5484 14.38777
"14589" 2.5 9.5484 14.37208
"14590" 5 9.5484 14.2816
"14591" 7.5 9.5484 13.51572
"14621" 0 5.005 8.735605
"14622" 1 5.005 8.731846
"14623" 2.5 5.005 8.743663
"14624" 5 5.005 8.77445
"14625" 7.5 5.005 8.850332
"14655" 0 0.8645 5.260137
"14656" 1 0.8645 5.260376
"14657" 2.5 0.8645 5.263024
"14658" 5 0.8645 5.269301
"14659" 7.5 0.8645 5.296377
"14689" 0 0.3984 4.753024
"14690" 1 0.3984 4.712152
"14691" 2.5 0.3984 4.712349
"14692" 5 0.3984 4.727513
"14693" 7.5 0.3984 4.729588
"14723" 0 1.0018 4.00209
"14724" 1 1.0018 3.934828
"14725" 2.5 1.0018 3.935163
"14726" 5 1.0018 3.85434
"14727" 7.5 1.0018 3.857829
"14757" 0 4.5016 3.720354
"14758" 1 4.5016 3.738102
"14759" 2.5 4.5016 3.735382
"14760" 5 4.5016 3.882634
"14761" 7.5 4.5016 3.854219
"14791" 0 7.7317 5.72828
"14792" 1 7.7317 5.729326
"14793" 2.5 7.7317 5.730794
"14794" 5 7.7317 5.505058
"14795" 7.5 7.7317 5.50708
"14825" 0 13.2613 14.08571
"14826" 1 13.2613 14.10512
"14827" 2.5 13.2613 14.04654
"14828" 5 13.2613 12.59018
"14829" 7.5 13.2613 11.43142
"14859" 0 17.11 21.54985
"14860" 1 17.11 21.49137
"14861" 2.5 17.11 21.08862
"14862" 5 17.11 20.10341
"14863" 7.5 17.11 16.56965
"14893" 0 19.4613 21.52496
"14894" 1 19.4613 21.37738
"14895" 2.5 19.4613 20.92891
"14896" 5 19.4613 19.95089
"14897" 7.5 19.4613 17.21238
"14927" 0 17.2274 20.7112
"14928" 1 17.2274 20.77209
"14929" 2.5 17.2274 20.74667
"14930" 5 17.2274 20.57111
"14931" 7.5 17.2274 19.88738
"14961" 0 16.5383 18.72839
"14962" 1 16.5383 18.80779
"14963" 2.5 16.5383 18.80282
"14964" 5 16.5383 18.81768
"14965" 7.5 16.5383 18.82911
"14995" 0 9.7871 15.49741
"14996" 1 9.7871 15.68201
"14997" 2.5 9.7871 15.68227
"14998" 5 9.7871 15.68037
"14999" 7.5 9.7871 15.67331
"15029" 0 6.26 10.2886
"15030" 1 6.26 10.50399
"15031" 2.5 6.26 10.50586
"15032" 5 6.26 10.50704
"15033" 7.5 6.26 10.52029
"15063" 0 2.9677 7.212941
"15064" 1 2.9677 7.199382
"15065" 2.5 2.9677 7.194547
"15066" 5 2.9677 7.194036
"15067" 7.5 2.9677 7.15951
"15097" 0 3.1032 5.53195
"15098" 1 3.1032 5.573008
"15099" 2.5 3.1032 5.610521
"15100" 5 3.1032 5.613003
"15101" 7.5 3.1032 5.539857
"15131" 0 -1.3786 4.623964
"15132" 1 -1.3786 4.711579
"15133" 2.5 -1.3786 4.794403
"15134" 5 -1.3786 4.783701
"15135" 7.5 -1.3786 4.778266
"15165" 0 5.9629 4.658777
"15166" 1 5.9629 4.608795
"15167" 2.5 5.9629 4.59024
"15168" 5 5.9629 4.421923
"15169" 7.5 5.9629 4.459198
"15199" 0 9.5083 6.227476
"15200" 1 9.5083 6.167116
"15201" 2.5 9.5083 6.173672
"15202" 5 9.5083 5.880504
"15203" 7.5 9.5083 5.791144
"15233" 0 10.8435 13.25987
"15234" 1 10.8435 12.83409
"15235" 2.5 10.8435 12.11631
"15236" 5 10.8435 10.20297
"15237" 7.5 10.8435 9.52983
"15267" 0 17.185 19.80311
"15268" 1 17.185 18.93856
"15269" 2.5 17.185 17.69148
"15270" 5 17.185 14.81894
"15271" 7.5 17.185 13.41643
"15301" 0 22.2855 22.00542
"15302" 1 22.2855 21.80424
"15303" 2.5 22.2855 21.75272
"15304" 5 22.2855 21.50175
"15305" 7.5 22.2855 19.77598
"15335" 0 18.6258 22.23768
"15336" 1 18.6258 21.92851
"15337" 2.5 18.6258 21.8474
"15338" 5 18.6258 21.45389
"15339" 7.5 18.6258 20.88074
"15369" 0 15.025 19.30325
"15370" 1 15.025 19.32319
"15371" 2.5 15.025 19.33149
"15372" 5 15.025 19.36464
"15373" 7.5 15.025 19.22855
"15403" 0 10.2097 16.07549
"15404" 1 10.2097 16.08127
"15405" 2.5 10.2097 16.07668
"15406" 5 10.2097 16.05139
"15407" 7.5 10.2097 16.10079
"15437" 0 3.3633 10.27581
"15438" 1 3.3633 10.41954
"15439" 2.5 3.3633 10.42037
"15440" 5 3.3633 10.44799
"15441" 7.5 3.3633 10.53019
"15471" 0 1.2452 6.027796
"15472" 1 1.2452 6.190941
"15473" 2.5 1.2452 6.190964
"15474" 5 1.2452 6.276337
"15475" 7.5 1.2452 6.282028
"15505" 0 1.0161 5.19868
"15506" 1 1.0161 5.1211
"15507" 2.5 1.0161 5.122607
"15508" 5 1.0161 5.123186
"15509" 7.5 1.0161 5.120759
"15539" 0 -0.3741 4.730163
"15540" 1 -0.3741 4.730527
"15541" 2.5 -0.3741 4.723626
"15542" 5 -0.3741 4.721968
"15543" 7.5 -0.3741 4.733327
"15573" 0 2.8774 3.842082
"15574" 1 2.8774 3.863276
"15575" 2.5 2.8774 3.905166
"15576" 5 2.8774 3.915974
"15577" 7.5 2.8774 3.841587
"15607" 0 7.455 6.748244
"15608" 1 7.455 6.576254
"15609" 2.5 7.455 6.612738
"15610" 5 7.455 6.529134
"15611" 7.5 7.455 6.373385
"15641" 0 10.3161 12.02216
"15642" 1 10.3161 11.75751
"15643" 2.5 10.3161 11.68017
"15644" 5 10.3161 11.53713
"15645" 7.5 10.3161 11.34668
"15675" 0 15.3583 14.66542
"15676" 1 15.3583 14.75167
"15677" 2.5 15.3583 14.76107
"15678" 5 15.3583 14.73248
"15679" 7.5 15.3583 14.36905
"15709" 0 18.4306 18.64643
"15710" 1 18.4306 18.68692
"15711" 2.5 18.4306 18.67027
"15712" 5 18.4306 18.60005
"15713" 7.5 18.4306 17.71944
"15743" 0 17.5935 22.11804
"15744" 1 17.5935 22.33573
"15745" 2.5 17.5935 22.37749
"15746" 5 17.5935 22.34603
"15747" 7.5 17.5935 19.74557
"15777" 0 13.465 19.12479
"15778" 1 13.465 19.24355
"15779" 2.5 13.465 19.26921
"15780" 5 13.465 19.1992
"15781" 7.5 13.465 17.36609
"15811" 0 10.8129 13.24627
"15812" 1 10.8129 13.2477
"15813" 2.5 10.8129 13.16543
"15814" 5 10.8129 13.1803
"15815" 7.5 10.8129 13.46197
"15845" 0 6.325 11.00133
"15846" 1 6.325 10.96008
"15847" 2.5 6.325 10.96036
"15848" 5 6.325 10.95385
"15849" 7.5 6.325 10.92071
"15879" 0 2.0806 6.856694
"15880" 1 2.0806 7.168402
"15881" 2.5 2.0806 7.203984
"15882" 5 2.0806 7.241592
"15883" 7.5 2.0806 7.257669
"15913" 0 -5.2081 3.838983
"15914" 1 -5.2081 4.434174
"15915" 2.5 -5.2081 4.50996
"15916" 5 -5.2081 4.589448
"15917" 7.5 -5.2081 4.592006
"15947" 0 -0.0804 3.616763
"15948" 1 -0.0804 3.573902
"15949" 2.5 -0.0804 3.56339
"15950" 5 -0.0804 3.525473
"15951" 7.5 -0.0804 3.509443
"15981" 0 3.6081 3.950594
"15982" 1 3.6081 3.933914
"15983" 2.5 3.6081 3.959453
"15984" 5 3.6081 3.863195
"15985" 7.5 3.6081 3.948226
"16015" 0 8.7067 5.732605
"16016" 1 8.7067 5.473103
"16017" 2.5 8.7067 5.404323
"16018" 5 8.7067 5.265504
"16019" 7.5 8.7067 4.945198
"16049" 0 13.0048 12.70425
"16050" 1 13.0048 12.39084
"16051" 2.5 13.0048 12.10126
"16052" 5 13.0048 11.51025
"16053" 7.5 13.0048 8.421278
"16083" 0 14.4767 19.28303
"16084" 1 14.4767 19.1975
"16085" 2.5 14.4767 19.08372
"16086" 5 14.4767 18.40895
"16087" 7.5 14.4767 15.32297
"16117" 0 19.5194 19.39249
